efta,justice_gov_url,dataset,pages,scan_content_length,scan_last_modified,sample_verified,first_page_preview
EFTA00513320,https://www.justice.gov/epstein/files/DataSet%209/EFTA00513320.pdf,9,24,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  S
EFTA00513344,https://www.justice.gov/epstein/files/DataSet%209/EFTA00513344.pdf,9,25,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  S
EFTA00513369,https://www.justice.gov/epstein/files/DataSet%209/EFTA00513369.pdf,9,25,460,,,• Menu  o Overview  o Device Details  ■ NYCO24329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00513394,https://www.justice.gov/epstein/files/DataSet%209/EFTA00513394.pdf,9,24,460,,,• Menu  o Overview  o Device Details  ■ NYCO24329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  S
EFTA00513418,https://www.justice.gov/epstein/files/DataSet%209/EFTA00513418.pdf,9,25,460,,,Path  SourceType  First  Last  Phone Number  (Mobile)  Phone Number  (Home)  Phone Number  (WorkFAX)  Phone Number  (Work)  Email (Work)  Creation Date  Modification Date  Note  • Menu  o Overview  o
EFTA00513443,https://www.justice.gov/epstein/files/DataSet%209/EFTA00513443.pdf,9,24,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  S
EFTA00513467,https://www.justice.gov/epstein/files/DataSet%209/EFTA00513467.pdf,9,25,460,,,• Menu  o Overview  o Device Details  • NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  • Calendar Items  • Calls  • Contacts  • Messages  • Notes  • Top Contacts  • User Accounts  C
EFTA00513492,https://www.justice.gov/epstein/files/DataSet%209/EFTA00513492.pdf,9,26,460,,,• Menu  o Overview  o Device Details  ■ NYCO24329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00513518,https://www.justice.gov/epstein/files/DataSet%209/EFTA00513518.pdf,9,26,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  S
EFTA00513544,https://www.justice.gov/epstein/files/DataSet%209/EFTA00513544.pdf,9,26,460,,,• Menu  o Overview  o Device Details  ■ NYCO24329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  S
EFTA00513570,https://www.justice.gov/epstein/files/DataSet%209/EFTA00513570.pdf,9,25,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  S
EFTA00513595,https://www.justice.gov/epstein/files/DataSet%209/EFTA00513595.pdf,9,27,460,,,• Menu  o Overview  o Device Details  • NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  • Calendar Items  • Calls  • Contacts  • Messages  • Notes  • Top Contacts  • User Accounts  C
EFTA00513622,https://www.justice.gov/epstein/files/DataSet%209/EFTA00513622.pdf,9,25,460,,,• Menu  o Overview  o Device Details  • NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  • Calendar Items  • Calls  • Contacts  • Messages  • Notes  • Top Contacts  • User Accounts  C
EFTA00513647,https://www.justice.gov/epstein/files/DataSet%209/EFTA00513647.pdf,9,26,460,,,• Menu  o Overview  o Device Details  • NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  • Calendar Items  • Calls  • Contacts  • Messages  • Notes  • Top Contacts  • User Accounts  C
EFTA00513673,https://www.justice.gov/epstein/files/DataSet%209/EFTA00513673.pdf,9,24,460,,,• Menu  o Overview  o Device Details  • NYCO24329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  • Calendar Items  • Calls  • Contacts  • Messages  • Notes  • Top Contacts  • User Accounts  C
EFTA00513697,https://www.justice.gov/epstein/files/DataSet%209/EFTA00513697.pdf,9,34,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  S
EFTA00513731,https://www.justice.gov/epstein/files/DataSet%209/EFTA00513731.pdf,9,24,460,,,• Menu  o Overview  o Device Details  • NYCO24329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  • Calendar Items  • Calls  • Contacts  • Messages  • Notes  • Top Contacts  • User Accounts  C
EFTA00513755,https://www.justice.gov/epstein/files/DataSet%209/EFTA00513755.pdf,9,24,460,,,• Menu  o Overview  o Device Details  ■ NYCO24329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  S
EFTA00513779,https://www.justice.gov/epstein/files/DataSet%209/EFTA00513779.pdf,9,25,460,,,• Menu  o Overview  o Device Details  • NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  • Calendar Items  • Calls  • Contacts  • Messages  • Notes  • Top Contacts  • User Accounts  C
EFTA00513804,https://www.justice.gov/epstein/files/DataSet%209/EFTA00513804.pdf,9,25,460,,,• Menu  o Overview  o Device Details  ■ NYCO24329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  S
EFTA00513829,https://www.justice.gov/epstein/files/DataSet%209/EFTA00513829.pdf,9,26,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00513855,https://www.justice.gov/epstein/files/DataSet%209/EFTA00513855.pdf,9,24,460,,,• Menu  o Overview  o Device Details  ■ NYCO24329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  S
EFTA00513879,https://www.justice.gov/epstein/files/DataSet%209/EFTA00513879.pdf,9,24,460,,,• Menu  o Overview  o Device Details  • NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  • Calendar Items  • Calls  • Contacts  • Messages  • Notes  • Top Contacts  • User Accounts  S
EFTA00513903,https://www.justice.gov/epstein/files/DataSet%209/EFTA00513903.pdf,9,26,460,,,• Menu  o Overview  o Device Details  • NYCO24329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  • Calendar Items  • Calls  • Contacts  • Messages  • Notes  • Top Contacts  • User Accounts  S
EFTA00513929,https://www.justice.gov/epstein/files/DataSet%209/EFTA00513929.pdf,9,24,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  S
EFTA00513953,https://www.justice.gov/epstein/files/DataSet%209/EFTA00513953.pdf,9,24,460,,,• Menu  o Overview  o Device Details  • NYCO24329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  • Calendar Items  • Calls  • Contacts  • Messages  • Notes  • Top Contacts  • User Accounts  C
EFTA00513977,https://www.justice.gov/epstein/files/DataSet%209/EFTA00513977.pdf,9,1,460,,,EFTA00513977
EFTA00513978,https://www.justice.gov/epstein/files/DataSet%209/EFTA00513978.pdf,9,16,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00513994,https://www.justice.gov/epstein/files/DataSet%209/EFTA00513994.pdf,9,17,460,,,• Menu  o Overview  o Device Details  • NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  • Calendar Items  • Calls  • Contacts  • Messages  • Notes  • Top Contacts  • User Accounts  C
EFTA00514011,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514011.pdf,9,19,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00514030,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514030.pdf,9,18,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00514048,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514048.pdf,9,18,460,,,• Menu  o Overview  o Device Details  • NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  • Calendar Items  • Calls  • Contacts  • Messages  • Notes  • Top Contacts  • User Accounts  C
EFTA00514066,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514066.pdf,9,19,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00514085,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514085.pdf,9,18,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00514103,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514103.pdf,9,18,460,,,• Menu  o Overview  o Device Details  • NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  • Calendar Items  • Calls  • Contacts  • Messages  • Notes  • Top Contacts  • User Accounts  C
EFTA00514121,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514121.pdf,9,18,460,,,• Menu  o Overview  o Device Details  • NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  • Calendar Items  • Calls  • Contacts  • Messages  • Notes  • Top Contacts  • User Accounts  C
EFTA00514139,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514139.pdf,9,17,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00514156,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514156.pdf,9,13,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00514169,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514169.pdf,9,18,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00514187,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514187.pdf,9,17,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00514204,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514204.pdf,9,15,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00514219,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514219.pdf,9,16,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00514235,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514235.pdf,9,21,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00514256,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514256.pdf,9,19,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00514275,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514275.pdf,9,17,460,,,• Menu  o Overview  o Device Details  • NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  • Calendar Items  • Calls  • Contacts  • Messages  • Notes  • Top Contacts  • User Accounts  C
EFTA00514292,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514292.pdf,9,17,460,,,• Menu  o Overview  o Device Details  ■ NYCO24329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00514309,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514309.pdf,9,18,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00514327,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514327.pdf,9,17,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00514344,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514344.pdf,9,18,460,,,• Menu  o Overview  o Device Details  ■ NYCO24329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00514362,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514362.pdf,9,19,460,,,• Menu  o Overview  o Device Details  • NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  • Calendar Items  • Calls  • Contacts  • Messages  • Notes  • Top Contacts  • User Accounts  C
EFTA00514381,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514381.pdf,9,17,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00514398,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514398.pdf,9,18,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00514416,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514416.pdf,9,18,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00514434,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514434.pdf,9,19,460,,,• Menu  o Overview  o Device Details  • NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  • Calendar Items  • Calls  • Contacts  • Messages  • Notes  • Top Contacts  • User Accounts  C
EFTA00514453,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514453.pdf,9,19,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00514472,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514472.pdf,9,17,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00514489,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514489.pdf,9,19,460,,,• Menu  o Overview  o Device Details  • NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  • Calendar Items  • Calls  • Contacts  • Messages  • Notes  • Top Contacts  • User Accounts  C
EFTA00514508,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514508.pdf,9,17,460,,,• Menu  o Overview  o Device Details  • NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  • Calendar Items  • Calls  • Contacts  • Messages  • Notes  • Top Contacts  • User Accounts  C
EFTA00514525,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514525.pdf,9,19,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00514544,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514544.pdf,9,18,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00514562,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514562.pdf,9,17,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00514579,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514579.pdf,9,17,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00514596,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514596.pdf,9,18,460,,,• Menu  o Overview  o Device Details  • NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  • Calendar Items  • Calls  • Contacts  • Messages  • Notes  • Top Contacts  • User Accounts  C
EFTA00514614,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514614.pdf,9,19,460,,,• Menu  o Overview  o Device Details  • NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  • Calendar Items  • Calls  • Contacts  • Messages  • Notes  • Top Contacts  • User Accounts  C
EFTA00514633,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514633.pdf,9,17,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00514650,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514650.pdf,9,14,460,,,• Menu  o Overview  o Device Details  • NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  • Calendar Items  • Calls  • Contacts  • Messages  • Notes  • Top Contacts  • User Accounts  C
EFTA00514664,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514664.pdf,9,17,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00514681,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514681.pdf,9,20,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00514701,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514701.pdf,9,20,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00514721,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514721.pdf,9,20,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00514741,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514741.pdf,9,17,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00514758,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514758.pdf,9,19,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00514777,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514777.pdf,9,18,460,,,• Menu  o Overview  o Device Details  • NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  • Calendar Items  • Calls  • Contacts  • Messages  • Notes  • Top Contacts  • User Accounts  C
EFTA00514795,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514795.pdf,9,21,460,,,• Menu  o Overview  o Device Details  • NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  • Calendar Items  • Calls  • Contacts  • Messages  • Notes  • Top Contacts  • User Accounts  C
EFTA00514816,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514816.pdf,9,16,460,,,• Menu  o Overview  o Device Details  • NYCO24329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  • Calendar Items  • Calls  • Contacts  • Messages  • Notes  • Top Contacts  • User Accounts  C
EFTA00514832,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514832.pdf,9,18,460,,,• Menu  o Overview  o Device Details  • NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  • Calendar Items  • Calls  • Contacts  • Messages  • Notes  • Top Contacts  • User Accounts  C
EFTA00514850,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514850.pdf,9,17,460,,,• Menu  o Overview  o Device Details  • NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  • Calendar Items  • Calls  • Contacts  • Messages  • Notes  • Top Contacts  • User Accounts  C
EFTA00514867,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514867.pdf,9,18,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00514885,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514885.pdf,9,17,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00514902,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514902.pdf,9,18,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00514920,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514920.pdf,9,17,460,,,• Menu  o Overview  o Device Details  • NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  • Calendar Items  • Calls  • Contacts  • Messages  • Notes  • Top Contacts  • User Accounts  C
EFTA00514937,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514937.pdf,9,17,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00514954,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514954.pdf,9,19,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00514973,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514973.pdf,9,19,460,,,• Menu  o Overview  o Device Details  ■ NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  ■ Calendar Items  ■ Calls  ■ Contacts  ■ Messages  ■ Notes  ■ Top Contacts  ■ User Accounts  C
EFTA00514992,https://www.justice.gov/epstein/files/DataSet%209/EFTA00514992.pdf,9,18,460,,,• Menu  o Overview  o Device Details  • NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  • Calendar Items  • Calls  • Contacts  • Messages  • Notes  • Top Contacts  • User Accounts  C
EFTA00515010,https://www.justice.gov/epstein/files/DataSet%209/EFTA00515010.pdf,9,19,460,,,• Menu  o Overview  o Device Details  • NYC024329.aff4  (Evidence ID: NYC024329.aff4 - 001)  o Case Data  • Calendar Items  • Calls  • Contacts  • Messages  • Notes  • Top Contacts  • User Accounts  C
