source_doc,page,row_index,serial_or_id,date,description,attorney,produced_to_defense,notes
EFTA00095751,10,240,3501.063-001,2020.10.27,Notes from call with [redacted],[redacted],2021.04.12,visual_only_manual_p10
EFTA00095751,10,241,3501.063-002,2020.10.28,[redacted] interview 302,[redacted],2021.04.12,visual_only_manual_p10
EFTA00095751,10,242,3501.063-003,2020.10.28,[redacted] interview notes,[redacted],2021.04.12,visual_only_manual_p10
EFTA00095751,10,243,3501.064-001-056,Various,School records for [redacted],,2021.04.12,visual_only_manual_p10
EFTA00095751,10,244,3501.064-057,2004.12.23,[redacted] Western Union record,,2021.04.12,visual_only_manual_p10
EFTA00095751,10,245,3501.064-058,2006.07.13,Palm Beach Police Department Incident Report,,2021.04.12,visual_only_manual_p10
EFTA00095751,10,246,3501.064-059,2006.08.02,Records search for [redacted],,2021.04.12,visual_only_manual_p10
EFTA00095751,10,247,3501.064-060,2006.08.08,FBI Memorandum to document victim information,,2021.04.12,visual_only_manual_p10
EFTA00095751,10,248,3501.064-061,2006.08.11,Letter from [redacted] to [redacted],,2021.04.12,visual_only_manual_p10
EFTA00095751,10,249,3501.064-062,2006.08.26,Palm Beach Police Department Evidence/Property Tracking Report,,2021.04.12,visual_only_manual_p10
EFTA00095751,10,250,3501.064-063,2006.08.28,Palm Beach Police Department Property Receipt,,2021.04.12,visual_only_manual_p10
EFTA00095751,10,251,3501.064-064,2006.09.29,Grand Jury transcripts,,2021.04.12,visual_only_manual_p10
EFTA00095751,10,252,3501.064-065,2007.02.01,Letter from Gerald Lefcourt to [redacted],,2021.04.12,visual_only_manual_p10
EFTA00095751,10,253,3501.064-066,2007.02.27,Testimony of [redacted],,2021.04.12,visual_only_manual_p10
EFTA00095751,10,254,3501.064-067,2007.04.25,[redacted] interview 302,,2021.04.12,visual_only_manual_p10
EFTA00095751,10,255,3501.064-068,2007.04.26,[redacted] interview notes,,2021.04.12,visual_only_manual_p10
EFTA00095751,10,256,3501.064-069,2007.04.26,[redacted] interview and FBI Florida materials,,2021.04.12,visual_only_manual_p10
EFTA00095751,10,257,3501.064-070,2007.04.30,FBI memorandum regarding victim assistance program,,2021.04.12,visual_only_manual_p10
EFTA00095751,10,258,3501.064-071,2007.04.30,FBI letter to [redacted],,2021.04.12,visual_only_manual_p10
EFTA00095751,10,259,3501.064-072,2007.04.30,[redacted] interview 302,,2021.04.12,visual_only_manual_p10
EFTA00095751,10,260,3501.064-073,2007.04.30,FBI property receipt received from [redacted],,2021.04.12,visual_only_manual_p10
EFTA00095751,10,261,3501.064-074,2007.05.08,Testimony of [redacted],,2021.04.12,visual_only_manual_p10
EFTA00095751,10,262,3501.064-075,2007.05.21,FBI memorandum of [redacted] interview,,2021.04.12,visual_only_manual_p10
EFTA00095751,10,263,3501.064-076,2007.05.21,[redacted] interview 302,,2021.04.12,visual_only_manual_p10
EFTA00095751,10,264,3501.064-077,2007.05.21,Testimony of [redacted],,2021.04.12,visual_only_manual_p10
EFTA00095751,10,265,3501.064-078,2007.06.11,FBI detailed analysis pertaining to investigation,,2021.04.12,visual_only_manual_p10
EFTA00095751,10,266,3501.064-079,2007.06.12,Records search for [redacted],,2021.04.12,visual_only_manual_p10
EFTA00095751,10,267,3501.064-080,2007.06.12,Florida D.A.V.I.D. motor vehicle status for [redacted],,2021.04.12,visual_only_manual_p10
EFTA00095751,10,268,3501.064-081,2007.06.12,Florida D.A.V.I.D. information for [redacted],,2021.04.12,visual_only_manual_p10
EFTA00095751,10,269,3501.064-082,2007.06.12,National comprehensive report for [redacted],,2021.04.12,visual_only_manual_p10
EFTA00095751,10,270,3501.064-083,2007.07.20,Florida D.A.V.I.D. individual summary page for [redacted],,2021.04.12,visual_only_manual_p10
EFTA00095751,10,271,3501.064-084,2007.07.20,Florida D.A.V.I.D. photo line-up,,2021.04.12,visual_only_manual_p10
EFTA00095751,10,272,3501.064-085,2007.11.28,FBI detailed analysis pertaining to investigation,,2021.04.12,visual_only_manual_p10
EFTA00095751,10,273,3501.064-086,2007.11.11,Letter to Alexander Acosta,,2021.04.12,visual_only_manual_p10
EFTA00095751,10,274,3501.064-087,2008.01.31,[redacted] interview 302,,2021.04.12,visual_only_manual_p10
EFTA00095751,10,275,3501.064-088,2008.02.08,FBI memorandum documenting meeting with [redacted],,2021.04.12,visual_only_manual_p10
EFTA00095751,10,276,3501.064-089,2008.02.08,FBI document detailing meeting with [redacted],,2021.04.12,visual_only_manual_p10
EFTA00095751,10,277,3501.064-090,2008.02.08,[redacted] interview 302,,2021.04.12,visual_only_manual_p10
EFTA00095751,11,278,3501.064-091,2008.02.11,[redacted] interview notes,,2021.04.12,visual_only_manual_p11
EFTA00095751,11,279,3501.064-092,2008.03.24,Victim list,,2021.04.12,visual_only_manual_p11
EFTA00095751,11,280,3501.064-093,2008.04.29 & 2008.03.18,Testimony of [redacted],,2021.04.12,visual_only_manual_p11
EFTA00095751,11,281,3501.064-094,2008.07.03,Victim list,,2021.04.12,visual_only_manual_p11
EFTA00095751,11,282,3501.064-095,2008.07.21,Letter from [redacted] to [redacted],,2021.04.12,visual_only_manual_p11
EFTA00095751,11,283,3501.064-096,2008.12.14,FBI memorandum documenting interview of [redacted],,2021.04.12,visual_only_manual_p11
EFTA00095751,11,284,3501.064-097,2019.03.20,[redacted] interview 302,,2021.04.12,visual_only_manual_p11
EFTA00095751,11,285,3501.064-098,2019.03.20,[redacted] interview notes,,2021.04.12,visual_only_manual_p11
EFTA00095751,11,286,3501.064-099,[illegible],[redacted] interview notes,,2021.04.12,visual_only_manual_p11
EFTA00095751,11,287,3501.064-100,[illegible],[redacted] biographical information,,2021.04.12,visual_only_manual_p11
EFTA00095751,11,288,3501.064-101,[illegible],List and photographs of Jane Does 1-19,,2021.04.12,visual_only_manual_p11
EFTA00095751,11,289,3501.064-102,Various,Biographical file for [redacted],,2021.04.12,visual_only_manual_p11
EFTA00095751,11,290,3501.064-103,[illegible],[redacted] interview notes,,2021.04.12,visual_only_manual_p11
EFTA00095751,11,291,3501.064-104,[illegible],Photos of victims,,2021.04.12,visual_only_manual_p11
EFTA00095751,11,292,3501.064-105,[illegible],[redacted] biographical information,,2021.04.12,visual_only_manual_p11
EFTA00095751,11,293,3501.064-106,2005.11.14,Audio file (full tape recording),,2021.07.23,visual_only_manual_p11
EFTA00095751,11,294,3501.064-107,2005.11.14,Audio file (clip of tape recording),,2021.07.23,visual_only_manual_p11
EFTA00095751,11,295,3501.064-108,2005.11.10,Florida D.A.V.I.D. individual summary page for [redacted],,2021.07.23,visual_only_manual_p11
EFTA00095751,11,296,3501.064-109,2005.11.14,Handwritten notes,,2021.07.23,visual_only_manual_p11
EFTA00095751,11,297,3501.064-110,2005.12.13,Search records for [redacted],,2021.07.23,visual_only_manual_p11
EFTA00095751,11,298,3501.064-111,2006.02.09,MySpace pages,,2021.07.23,visual_only_manual_p11
EFTA00095751,11,299,3501.064-112,2006.05.01,PBPD probable cause affidavit regarding [redacted],,2021.07.23,visual_only_manual_p11
EFTA00095751,11,300,3501.064-113,2006.05.01,PBPD probable cause affidavit regarding [redacted],,2021.07.23,visual_only_manual_p11
EFTA00095751,11,301,3501.064-114,2007.04.26,FBI report regarding interview of [redacted],,2021.07.23,visual_only_manual_p11
EFTA00095751,11,302,3501.064-115,2007.04.30,FBI report regarding letter [redacted],,2021.07.23,visual_only_manual_p11
EFTA00095751,11,303,3501.064-116,2007.05.21,FBI report regarding interview of [redacted],,2021.07.23,visual_only_manual_p11
EFTA00095751,11,304,3501.064-117,2007.11.28,FBI report regarding investigation and victim information,,2021.07.23,visual_only_manual_p11
EFTA00095751,11,305,3501.064-118,2008.01.31,FBI report regarding interview of [redacted],,2021.07.23,visual_only_manual_p11
EFTA00095751,11,306,3501.064-119,2018.12.04,FBI report regarding [redacted] information,,2021.07.23,visual_only_manual_p11
EFTA00095751,11,307,3501.064-120,2019.03.20,[redacted] interview 302,,2021.07.23,visual_only_manual_p11
EFTA00095751,11,308,3501.064-121,Various,Various search records regarding [redacted],,2021.07.23,visual_only_manual_p11
EFTA00095751,11,309,3501.064-122,[illegible],Handwritten notes,,2021.07.23,visual_only_manual_p11
EFTA00095751,11,310,3501.064-123,[illegible],Various notes and search records,,2021.07.23,visual_only_manual_p11
EFTA00095751,11,311,3501.064-124,[illegible],Audio file (tape recording side A),,2021.07.23,visual_only_manual_p11
EFTA00095751,11,312,3501.064-125,[illegible],Audio file (tape recording side B),,2021.07.23,visual_only_manual_p11
EFTA00095751,11,313,3501.064-126,[illegible],Audio file,,2021.07.23,visual_only_manual_p11
EFTA00095751,11,314,3501.064-127,2004.12.23,Money transfer record,,2021.10.11,visual_only_manual_p11
EFTA00095751,11,315,3501.064-128,2006.08.04,Letter from [redacted],,2021.10.11,visual_only_manual_p11
EFTA00095751,11,316,3501.064-129,2007.02.01,Letter from Gerald Lefcourt,,2021.10.11,visual_only_manual_p11
EFTA00095751,11,317,3501.064-130,2007.05.31,MySpace pages,,2021.10.11,visual_only_manual_p11
EFTA00095751,11,318,3501.064-131,2007.12.11,Letter from Jay Lefkowitz,,2021.10.11,visual_only_manual_p11
EFTA00095751,11,319,3501.064-132,2008.07.10,Letter from [redacted],,2021.10.11,visual_only_manual_p11
EFTA00095751,11,320,3501.064-133,2008.09.02,Letter from [redacted],,2021.10.11,visual_only_manual_p11
EFTA00095751,11,321,3501.064-134,2008.12.05,Letter from [redacted],,2021.10.11,visual_only_manual_p11
EFTA00095751,11,322,3501.064-135,2019.06.13,Memorandum from call with [redacted],,2021.10.11,visual_only_manual_p11
EFTA00095751,11,323,3501.064-136,[illegible],Handwritten notes,,2021.10.11,visual_only_manual_p11
EFTA00095751,11,324,3501.064-137,[illegible],Western Union records,N/A,2021.10.11,visual_only_manual_p11
EFTA00095751,11,325,3501.065-001,2019.07.09,[redacted] voicemail message,N/A,2021.04.12,visual_only_manual_p11
EFTA00095751,11,326,3501.065-002,[illegible],[redacted] voicemail message,N/A,2021.10.11,visual_only_manual_p11
EFTA00095751,11,327,3501.065-003,2019.07.09,[redacted] voicemail message,N/A,2021.10.25,visual_only_manual_p11
EFTA00095751,11,328,3501.066-001,2006.07.31,Palm Beach Police Department material witness statement,N/A,2021.04.12,visual_only_manual_p11
EFTA00095751,11,329,3501.067-001,2007.01.01,[redacted] biographical information 302,,2021.04.12,visual_only_manual_p11
EFTA00095751,11,330,3501.067-002,2007.02.27,Testimony of [redacted],,2021.04.12,visual_only_manual_p11
EFTA00095751,11,331,3501.067-003,2007.09.22,Rental application,,2021.04.12,visual_only_manual_p11
EFTA00095751,11,332,3501.067-004,2007.10.26,[redacted] interview notes,,2021.04.12,visual_only_manual_p11
EFTA00095751,11,333,3501.067-005,2007.10.26,[redacted] interview 302,,2021.04.12,visual_only_manual_p11
EFTA00095751,11,334,3501.067-006,2007.10.29,[redacted] interview 302,,2021.04.12,visual_only_manual_p11
EFTA00095751,11,335,3501.067-007,2008.01.10,"FBI letter to [redacted] data January 10, 2008",,2021.04.12,visual_only_manual_p11
EFTA00095751,11,336,3501.067-008,2008.01.10,[redacted] victim rights 302,,2021.04.12,visual_only_manual_p11
EFTA00095751,11,337,3501.067-009,2008.03.24,Victim list,,2021.04.12,visual_only_manual_p11
EFTA00095751,11,338,3501.067-010,2008.04.29 & 2008.03.18,Testimony of [redacted],,2021.04.12,visual_only_manual_p11
EFTA00095751,11,339,3501.067-011,2008.07.03,Victim list,,2021.04.12,visual_only_manual_p11
EFTA00095751,11,340,3501.067-012,2008.07.21,Letter from Alexander Acosta to [redacted],,2021.04.12,visual_only_manual_p11
EFTA00095751,11,341,3501.067-013,2018.12.04,[redacted] identifying information,,2021.04.12,visual_only_manual_p11
EFTA00095751,11,342,3501.067-014,2018.12.04,[redacted] identifying information,,2021.04.12,visual_only_manual_p11
EFTA00095751,11,343,3501.067-015,2018.12.04,[redacted] victim information 302,,2021.04.12,visual_only_manual_p11
EFTA00095751,11,344,3501.067-016,2019.07.09,Interview attempts 302,,2021.04.12,visual_only_manual_p11
EFTA00095751,11,345,3501.067-017,[illegible],List and photographs of Jane Does 1-19,,2021.04.12,visual_only_manual_p11
EFTA00095751,11,346,3501.067-018,Various,Biographical file on [redacted],,2021.04.12,visual_only_manual_p11
EFTA00095751,11,347,3501.067-019,[illegible],[redacted] identifying information,,2021.04.12,visual_only_manual_p11
EFTA00095751,11,348,3501.067-020,2003.02.28,NTE CAD Call Information,,2021.07.23,visual_only_manual_p11
EFTA00095751,11,349,3501.067-021,2007.10.29,FBI report regarding interview with [redacted],,2021.07.23,visual_only_manual_p11
EFTA00095751,11,350,3501.067-022,2008.01.10,FBI report regarding letters to victims,,2021.07.23,visual_only_manual_p11
EFTA00095751,11,351,3501.067-023,2018.12.04,FBI report regarding [redacted] information,,2021.07.23,visual_only_manual_p11
EFTA00095751,11,352,3501.067-024,2007.10.26,302 from interview,,2021.10.11,visual_only_manual_p11
EFTA00095751,11,353,3501.067-025,2008.07.10,Letter from [redacted],,2021.10.11,visual_only_manual_p11
EFTA00095751,11,354,3501.067-026,2008.09.02,Letter from [redacted],,2021.10.11,visual_only_manual_p11
EFTA00095751,12,355,3501.067-027,2008.12.05,Letter from [redacted],Robert [redacted],2021.10.11,visual_only_manual_p12
EFTA00095751,12,356,3501.067-028,2019.06.13,Memorandum from call with [redacted],Robert [redacted],2021.10.11,visual_only_manual_p12
EFTA00095751,12,357,3501.068-001,1996.07.11,[redacted] NYPD report,Sigrid McCawley,2021.04.12,visual_only_manual_p12
EFTA00095751,12,358,3501.068-002,1996.09.03,[redacted] FBI report,Sigrid McCawley,2021.04.12,visual_only_manual_p12
EFTA00095751,12,359,3501.068-003,2006.11.13,Law enforcement report for [redacted],Sigrid McCawley,2021.04.12,visual_only_manual_p12
EFTA00095751,12,360,3501.068-004,2006.11.14,[redacted] interview notes,Sigrid McCawley,2021.04.12,visual_only_manual_p12
EFTA00095751,12,361,3501.068-005,2006.11.14,[redacted] interview 302,Sigrid McCawley,2021.04.12,visual_only_manual_p12
EFTA00095751,12,362,3501.068-006,2006.11.14,[redacted] interview notes,Sigrid McCawley,2021.04.12,visual_only_manual_p12
EFTA00095751,12,363,3501.068-007,2007.07.30,[redacted] Declaration,Sigrid McCawley,2021.04.12,visual_only_manual_p12
EFTA00095751,12,364,3501.068-008,2019.04.12,[redacted] affidavit,Sigrid McCawley,2021.04.12,visual_only_manual_p12
EFTA00095751,12,365,3501.068-009,2019.08.17,[redacted] interview 302,Sigrid McCawley,2021.04.12,visual_only_manual_p12
EFTA00095751,12,366,3501.068-010,2019.11.12,[redacted] civil complaint,Sigrid McCawley,2021.04.12,visual_only_manual_p12
EFTA00095751,12,367,3501.068-011,1996.09.03,Complaint form,Sigrid McCawley,2021.07.23,visual_only_manual_p12
EFTA00095751,12,368,3501.068-012,2018.12.04,FBI report regarding travel to interview [redacted],Sigrid McCawley,2021.07.23,visual_only_manual_p12
EFTA00095751,12,369,3501.068-013,2019.05.20,Asset Report regarding [redacted],Sigrid McCawley,2021.07.23,visual_only_manual_p12
EFTA00095751,12,370,3501.068-014,2019.05.20,Law Enforcement Report regarding [redacted],Sigrid McCawley,2021.07.23,visual_only_manual_p12
EFTA00095751,12,371,3501.068-015,2019.05.20,Contact Card Report regarding [redacted],Sigrid McCawley,2021.07.23,visual_only_manual_p12
EFTA00095751,12,372,3501.068-016,2019.08.16,302 regarding Sigrid McCawley phone call,Sigrid McCawley,2021.07.23,visual_only_manual_p12
EFTA00095751,12,373,3501.068-017,2019.08.17,302 regarding [redacted] phone call,Sigrid McCawley,2021.07.23,visual_only_manual_p12
EFTA00095751,12,374,3501.068-018,[illegible],Screenshot of Facebook page,Sigrid McCawley,2021.07.23,visual_only_manual_p12
EFTA00095751,12,375,3501.068-019,[illegible],Screenshot of Facebook page,Sigrid McCawley,2021.07.23,visual_only_manual_p12
EFTA00095751,12,376,3501.068-020,[illegible],Screenshot of Twitter page,Sigrid McCawley,2021.07.23,visual_only_manual_p12
EFTA00095751,12,377,3501.068-021,2019.10.04,Email chain with [redacted],Sigrid McCawley,2021.10.11,visual_only_manual_p12
EFTA00095751,12,378,3501.069-001,2007.10.09,Florida D.A.V.I.D. individual summary page of [redacted],N/A,2021.04.12,visual_only_manual_p12
EFTA00095751,12,379,3501.070-001,2019.09.12,[redacted] interview 302,Gloria Allred,2021.04.12,visual_only_manual_p12
EFTA00095751,12,380,3501.070-002,2019.09.12,[redacted] interview notes,Gloria Allred,2021.04.12,visual_only_manual_p12
EFTA00095751,12,381,3501.071-001,2006.09.28,Florida D.A.V.I.D. individual summary page for [redacted],N/A,2021.04.12,visual_only_manual_p12
EFTA00095751,12,382,3501.071-002,2006.09.28,Florida D.A.V.I.D. motor vehicle status for [redacted],N/A,2021.04.12,visual_only_manual_p12
EFTA00095751,12,383,3501.072-001,2006.12.14,Florida D.A.V.I.D. individual summary page for [redacted],N/A,2021.04.12,visual_only_manual_p12
EFTA00095751,12,384,3501.073-001,2006.12.14,Florida D.A.V.I.D. individual summary page for [redacted],N/A,2021.04.12,visual_only_manual_p12
EFTA00095751,12,385,3501.074-001,2006.12.14,Florida D.A.V.I.D. individual summary page for [redacted],N/A,2021.04.12,visual_only_manual_p12
EFTA00095751,12,386,3501.075-001,2005.11.08,Palm Beach Police Department property receipt,,2021.04.12,visual_only_manual_p12
EFTA00095751,12,387,3501.075-002,2006.05.01,Probable Cause Affidavit Regarding Jeffrey Epstein,,2021.04.12,visual_only_manual_p12
EFTA00095751,12,388,3501.075-003,2006.07.13,Palm Beach Police Department Incident report,,2021.04.12,visual_only_manual_p12
EFTA00095751,12,389,3501.075-004,2006.08.08,FBI memorandum regarding victim notification,,2021.04.12,visual_only_manual_p12
EFTA00095751,12,390,3501.075-005,2006.08.11,Letter from [redacted] to [redacted],,2021.04.12,visual_only_manual_p12
EFTA00095751,12,391,3501.075-006,2006.08.16,[redacted] assignment history,,2021.04.12,visual_only_manual_p12
EFTA00095751,12,392,3501.075-007,2007.02.27,Testimony of [redacted],,2021.04.12,visual_only_manual_p12
EFTA00095751,12,393,3501.075-008,2007.05.08,Testimony of [redacted],,2021.04.12,visual_only_manual_p12
EFTA00095751,12,394,3501.075-009,2007.12.11,Letter to Alexander Acosta,,2021.04.12,visual_only_manual_p12
EFTA00095751,12,395,3501.075-010,[illegible],Notes on [redacted],,2021.04.12,visual_only_manual_p12
EFTA00095751,12,396,3501.075-011,Various,Biographical file on [redacted],,2021.04.12,visual_only_manual_p12
EFTA00095751,12,397,3501.075-012,2005.11.07,Audio file (side A of tape recording),,2021.07.23,visual_only_manual_p12
EFTA00095751,12,398,3501.075-013,2005.11.07,Audio file (side B of tape recording),,2021.07.23,visual_only_manual_p12
EFTA00095751,12,399,3501.075-014,2005.10.05,Florida D.A.V.I.D. individual summary page for [redacted],,2021.07.23,visual_only_manual_p12
EFTA00095751,12,400,3501.075-015,2005.11.02,National Comprehensive Report for [redacted],,2021.07.23,visual_only_manual_p12
EFTA00095751,12,401,3501.075-016,2006.02.09,MySpace pages,,2021.07.23,visual_only_manual_p12
EFTA00095751,12,402,3501.075-017,2006.05.01,PBPD probable cause affidavit regarding [redacted],,2021.07.23,visual_only_manual_p12
EFTA00095751,12,403,3501.075-018,2006.05.01,PBPD probable cause affidavit regarding [redacted],,2021.07.23,visual_only_manual_p12
EFTA00095751,12,404,3501.075-019,[illegible],Handwritten notes,,2021.07.23,visual_only_manual_p12
EFTA00095751,12,405,3501.075-020,2005.10.18,Palm Beach County search warrant and application,N/A,2021.10.11,visual_only_manual_p12
EFTA00095751,12,406,3501.075-021,2006.08.04,Letter from [redacted],N/A,2021.10.11,visual_only_manual_p12
EFTA00095751,12,407,3501.075-022,2007.02.01,Letter from Gerald Lefcourt,N/A,2021.10.11,visual_only_manual_p12
EFTA00095751,12,408,3501.075-023,2007.12.11,Letter from Jay Lefkowitz,N/A,2021.10.11,visual_only_manual_p12
EFTA00095751,12,409,3501.075-024,2005.11.07,Handwritten notes,N/A,2021.10.25,visual_only_manual_p12
EFTA00095751,12,410,3501.076-001,2006.05.01,Palm Beach Police Department Probable Cause Affidavit,,2021.04.12,visual_only_manual_p12
EFTA00095751,12,411,3501.076-002,2006.12.14,Florida D.A.V.I.D. individual summary page for Tony Figueroa,,2021.04.12,visual_only_manual_p12
EFTA00095751,12,412,3501.076-003,2006.12.14,Florida D.A.V.I.D. Address information for Tony Figueroa,,2021.04.12,visual_only_manual_p12
EFTA00095751,12,413,3501.076-004,2006.12.14,Florida D.A.V.I.D. individual summary page for Tony Figueroa,,2021.04.12,visual_only_manual_p12
EFTA00095751,13,414,3501.076-005,2006.12.14,Florida D.A.V.I.D. historical driver license activity for Tony Figueroa,,2021.04.12,visual_only_manual_p13
EFTA00095751,13,415,3501.076-006,2006.12.14,Florida ACCH response regarding Tony Figueroa,,2021.04.12,visual_only_manual_p13
EFTA00095751,13,416,3501.076-007,2006.12.14,Cad Call information regarding suspicious vehicle,,2021.04.12,visual_only_manual_p13
EFTA00095751,13,417,3501.076-008,2006.12.14,Palm Beach Police Department citation tracking report,,2021.04.12,visual_only_manual_p13
EFTA00095751,13,418,3501.076-009,2006.12.14,Florida D.A.V.I.D. photo line up for Tony Figueroa,,2021.04.12,visual_only_manual_p13
EFTA00095751,13,419,3501.076-010,2006.12.14,Research regarding Tony Figueroa,,2021.04.12,visual_only_manual_p13
EFTA00095751,13,420,3501.076-011,2006.12.14,Research regarding Tony Figueroa,,2021.04.12,visual_only_manual_p13
EFTA00095751,13,421,3501.076-012,2006.12.14,Cad Call information and citation tracking report,,2021.04.12,visual_only_manual_p13
EFTA00095751,13,422,3501.076-013,2007.01.08,Record search regarding Tony Figueroa,,2021.04.12,visual_only_manual_p13
EFTA00095751,13,423,3501.076-014,2007.01.08,Research regarding Tony Figueroa,,2021.04.12,visual_only_manual_p13
EFTA00095751,13,424,3501.076-015,2007.01.08,National comprehensive report regarding Tony Figueroa,,2021.04.12,visual_only_manual_p13
EFTA00095751,13,425,3501.076-016,2007.01.10,FBI memorandum regarding interview of Tony Figueroa,,2021.04.12,visual_only_manual_p13
EFTA00095751,13,426,3501.076-017,2007.01.10,Tony Figueroa interview notes,,2021.04.12,visual_only_manual_p13
EFTA00095751,13,427,3501.076-018,2007.01.10,Tony Figueroa interview 302,,2021.04.12,visual_only_manual_p13
EFTA00095751,13,428,3501.076-019,2007.05.08,Testimony of [redacted],,2021.04.12,visual_only_manual_p13
EFTA00095751,13,429,3501.076-020,2007.06.20,Florida D.A.V.I.D. driver license transaction page for Tony Figueroa,,2021.04.12,visual_only_manual_p13
EFTA00095751,13,430,3501.076-021,2008.04.29 & 2008.03.18,Testimony of [redacted],,2021.04.12,visual_only_manual_p13
EFTA00095751,13,431,3501.076-022,2008.05.15,Law enforcement report regarding Tony Figueroa,,2021.04.12,visual_only_manual_p13
EFTA00095751,13,432,3501.076-023,2011.03.12,FBI travel request to conduct interviews,,2021.04.12,visual_only_manual_p13
EFTA00095751,13,433,3501.076-024,2011.03.12,FBI request to facilitate interview,,2021.04.12,visual_only_manual_p13
EFTA00095751,13,434,3501.076-025,2016.06.14,Deposition of Tony Figueroa,,2021.04.12,visual_only_manual_p13
EFTA00095751,13,435,3501.076-026,2016.06.14,Deposition of Tony Figueroa,,2021.04.12,visual_only_manual_p13
EFTA00095751,13,436,3501.076-027,2018.12.04,Tony Figueroa identifying information,,2021.04.12,visual_only_manual_p13
EFTA00095751,13,437,3501.076-028,2020.08.03,FBI memorandum regarding attempted contact with Tony Figueroa,,2021.04.12,visual_only_manual_p13
EFTA00095751,13,438,3501.076-029,2020.08.03,Tony Figueroa interview 302,,2021.04.12,visual_only_manual_p13
EFTA00095751,13,439,3501.076-030,2020.08.19,Tony Figueroa interview notes,,2021.04.12,visual_only_manual_p13
EFTA00095751,13,440,3501.076-031,2021.01.27,Tony Figueroa interview 302,,2021.04.12,visual_only_manual_p13
EFTA00095751,13,441,3501.076-032,2021.01.27,Tony Figueroa interview notes,,2021.04.12,visual_only_manual_p13
EFTA00095751,13,442,3501.076-033,2021.01.27,Anthony Figueroa proffer agreement,,2021.04.12,visual_only_manual_p13
EFTA00095751,13,443,3501.076-034,[illegible],Anthony Figueroa biographical information,,2021.04.12,visual_only_manual_p13
EFTA00095751,13,444,3501.076-035,2007.01.10,FBI report regarding interview of Anthony Figueroa,Megan Bennett,2021.07.23,visual_only_manual_p13
EFTA00095751,13,445,3501.076-036,2018.12.04,FBI report regarding interview of Anthony Figueroa,Megan Bennett,2021.07.23,visual_only_manual_p13
EFTA00095751,13,446,3501.076-037,2021.01.27,Signed proffer agreement,Megan Bennett,2021.07.23,visual_only_manual_p13
EFTA00095751,13,447,3501.077-001,2007.10.06,Phone number search results,N/A,2021.04.12,visual_only_manual_p13
EFTA00095751,13,448,3501.078-001,[illegible],Luciano Fontanilla driver license,N/A,2021.04.12,visual_only_manual_p13
EFTA00095751,13,449,3501.079-001,2005.12.08,National comprehensive report regarding [redacted],N/A,2021.04.12,visual_only_manual_p13
EFTA00095751,13,450,3501.079-002,2005.12.08,Florida D.A.V.I.D. individual summary page regarding [redacted],N/A,2021.04.12,visual_only_manual_p13
EFTA00095751,13,451,3501.079-003,2007.10.02,[redacted] interview 302,N/A,2021.04.12,visual_only_manual_p13
EFTA00095751,13,452,3501.079-004,2007.10.04,FBI memorandum regarding [redacted],N/A,2021.04.12,visual_only_manual_p13
EFTA00095751,13,453,3501.079-005,Various,Biographical file for [redacted],N/A,2021.04.12,visual_only_manual_p13
EFTA00095751,13,454,3501.079-006,[illegible],Notes for calling numbers,N/A,2021.04.12,visual_only_manual_p13
EFTA00095751,13,455,3501.080-001,2005.11.21,Palm Beach Police Department incident report,N/A,2021.04.12,visual_only_manual_p13
EFTA00095751,13,456,3501.080-002,2006.09.01,Palm Beach Police Department incident report,N/A,2021.04.12,visual_only_manual_p13
EFTA00095751,13,457,3501.080-003,2019.08.22,Crisis intake report regarding [redacted],N/A,2021.07.23,visual_only_manual_p13
EFTA00095751,13,458,3501.081-001,2005.11.21,Palm Beach Police Department incident report,N/A,2021.04.12,visual_only_manual_p13
EFTA00095751,13,459,3501.081-002,2006.09.01,Palm Beach Police Department incident report,N/A,2021.04.12,visual_only_manual_p13
EFTA00095751,13,460,3501.082-001,2008.01.10,FBI letter to [redacted],N/A,2021.04.12,visual_only_manual_p13
EFTA00095751,13,461,3501.082-002,2008.03.24,Victim list,N/A,2021.04.12,visual_only_manual_p13
EFTA00095751,13,462,3501.082-003,2008.07.03,Victim list,N/A,2021.04.12,visual_only_manual_p13
EFTA00095751,13,463,3501.082-004,2008.12.19,Letter from [redacted] to [redacted],N/A,2021.04.12,visual_only_manual_p13
EFTA00095751,13,464,3501.082-005,2008.06.25,[redacted] interview 302,N/A,2021.04.12,visual_only_manual_p13
EFTA00095751,13,465,3501.082-006,Various,Biographical file for [redacted],N/A,2021.04.12,visual_only_manual_p13
EFTA00095751,13,466,3501.082-007,[illegible],Notes on [redacted],N/A,2021.04.12,visual_only_manual_p13
EFTA00095751,13,467,3501.082-008,[illegible],Notes on [redacted],N/A,2021.04.12,visual_only_manual_p13
EFTA00095751,13,468,3501.082-009,2008.01.10,FBI report regarding letters to victims,N/A,2021.07.23,visual_only_manual_p13
EFTA00095751,13,469,3501.082-010,2007.10.31,Email regarding [redacted],N/A,2021.10.11,visual_only_manual_p13
EFTA00095751,13,470,3501.082-011,2008.07.10,Letter from [redacted],N/A,2021.10.11,visual_only_manual_p13
EFTA00095751,13,471,3501.082-012,2008.09.02,Letter from [redacted],N/A,2021.10.11,visual_only_manual_p13
EFTA00095751,13,472,3501.082-013,2019.06.13,Memorandum from call with [redacted],N/A,2021.10.11,visual_only_manual_p13
